wos_subject,ds_subject,mag_subject,count
"Engineering, Manufacturing",Mathematical Sciences,Engineering,46
Acoustics,Mathematical Sciences,Mathematics,46
"Physics, Applied",,Engineering,46
Cell Biology,Medical and Health Sciences,Medicine,46
Gerontology,,Psychology,46
Energy & Fuels,,Geology,46
Robotics,Engineering,Mathematics,46
Philosophy,,Computer science,45
"Public, Environmental & Occupational Health",,Engineering,45
"Computer Science, Theory & Methods",Biological Sciences,Computer science,45
,,Computer science; Mathematics,45
Instruments & Instrumentation,Engineering,,45
Communication,,Computer science,45
"Engineering, Civil",Engineering,,45
Literature,,History,45
"Geosciences, Multidisciplinary",Engineering;Information and Computing Sciences,Computer science,45
"Computer Science, Information Systems",,Geography,45
Respiratory System,,,45
"Engineering, Multidisciplinary",Mathematical Sciences,,45
"Chemistry, Multidisciplinary",Engineering,,45
Transportation,,Engineering,45
Food Science & Technology,Engineering;Technology,Chemistry,45
Clinical Neurology,Engineering,Medicine,45
"Engineering, Civil",Information and Computing Sciences,Computer science,45
Biology,,Psychology,45
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,Computer science,45
Endocrinology & Metabolism,Medical and Health Sciences,Medicine,45
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Mathematical Sciences,,44
Biology,,Mathematics,44
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Geography,44
Multidisciplinary Sciences,Biological Sciences,Medicine,44
Biochemical Research Methods,Mathematical Sciences,Biology,44
Infectious Diseases,,,44
"Engineering, Manufacturing",Engineering;Information and Computing Sciences,Engineering,44
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Materials science,44
"Education, Scientific Disciplines",,Engineering,44
Mathematics,Information and Computing Sciences,Computer science,44
Orthopedics,Engineering,Medicine,44
"Computer Science, Cybernetics",,Mathematics,44
"Computer Science, Interdisciplinary Applications",Engineering,Geography,44
"Engineering, Industrial",Mathematical Sciences,Computer science,44
Geography,Engineering,Geography,44
"Agriculture, Multidisciplinary",Information and Computing Sciences,Computer science,44
Food Science & Technology,Engineering,Biology,43
Energy & Fuels,Information and Computing Sciences,,43
Transportation Science & Technology,Information and Computing Sciences,Computer science,43
"Materials Science, Multidisciplinary",Engineering,,43
History & Philosophy Of Science,,Psychology,43
Transportation Science & Technology,Engineering,,43
Instruments & Instrumentation,Information and Computing Sciences,Mathematics,43
Art,,Art,43
,Physical Sciences,Engineering,43
Mathematical & Computational Biology,,Biology,43
"Engineering, Biomedical",Engineering;Physical Sciences,Medicine,43
"Chemistry, Applied",Engineering,Chemistry,43
"Engineering, Chemical",,Mathematics,43
"Geography, Physical",Engineering,,43
"Materials Science, Coatings & Films",,,42
"Engineering, Marine",Engineering,,42
Remote Sensing,Engineering,Environmental science,42
"Engineering, Electrical & Electronic",Economics,Computer science,42
"Engineering, Electrical & Electronic",Information and Computing Sciences,Medicine,42
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Business,42
Construction & Building Technology,Information and Computing Sciences,Engineering,42
Automation & Control Systems,Engineering,Materials science,42
,Mathematical Sciences,Geography,42
"Engineering, Electrical & Electronic",Engineering,Physics,42
Management,,Engineering,42
"Chemistry, Medicinal",,Chemistry,42
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,Biology,42
Health Care Sciences & Services,Medical and Health Sciences,Medicine,42
Plant Sciences,Biological Sciences,Biology,42
Gastroenterology & Hepatology,,Biology,42
Optics,Engineering;Information and Computing Sciences;Physical Sciences,Physics,42
Fisheries,,Biology,42
,Biological Sciences;Physical Sciences,,41
,Engineering;Medical and Health Sciences,,41
"Computer Science, Information Systems",Engineering,Engineering,41
"Engineering, Chemical",Engineering,,41
"Chemistry, Organic",,Chemistry,41
Instruments & Instrumentation,Information and Computing Sciences,,41
Medical Informatics,,Medicine,41
"Computer Science, Artificial Intelligence",Economics,,41
"Mathematics, Interdisciplinary Applications",,Computer science,41
Biophysics,Information and Computing Sciences,Engineering,41
Biology,Mathematical Sciences,Mathematics,41
Biochemistry & Molecular Biology,Biological Sciences,Medicine,41
Optics,Physical Sciences;Technology,Physics,41
"Computer Science, Information Systems",Information and Computing Sciences,Psychology,41
,Engineering;Mathematical Sciences,Engineering,40
,Information and Computing Sciences;Physical Sciences,Computer science,40
"Mathematics, Applied",Information and Computing Sciences,,40
"Engineering, Electrical & Electronic",Medical and Health Sciences,Engineering,40
,Engineering;Medical and Health Sciences,Medicine,40
Plant Sciences,,,40
"Humanities, Multidisciplinary",Information and Computing Sciences,Computer science,40
"Computer Science, Artificial Intelligence",Biological Sciences,Mathematics,40
Business,Information and Computing Sciences,,40
History,,Sociology,40
Imaging Science & Photographic Technology,Physical Sciences,Chemistry,40
Sociology,,Psychology,40
Medical Informatics,Information and Computing Sciences,Medicine,40
Automation & Control Systems,Information and Computing Sciences,Physics,40
Statistics & Probability,Mathematical Sciences,Computer science,40
Transportation,Information and Computing Sciences,Engineering,40
Ophthalmology,,Biology,40
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,Physics,40
,Engineering;Information and Computing Sciences;Technology,,39
,Mathematical Sciences,Materials science,39
Public Administration,,,39
"Radiology, Nuclear Medicine & Medical Imaging",Engineering,,39
"Computer Science, Artificial Intelligence",,Economics,39
History,,History,39
"Humanities, Multidisciplinary",,Art,39
Nursing,,Psychology,39
Telecommunications,Information and Computing Sciences;Technology,Computer science,39
"Dentistry, Oral Surgery & Medicine",Engineering,,39
Asian Studies,,Philosophy,39
Geochemistry & Geophysics,Earth Sciences,Geology,39
"Engineering, Multidisciplinary",Information and Computing Sciences,Materials science,39
"Medicine, Research & Experimental",Medical and Health Sciences,Biology,39
Area Studies,,Sociology,39
Anthropology,,Psychology,39
Environmental Studies,,Computer science,39
"Computer Science, Theory & Methods",Information and Computing Sciences,Medicine,39
"Psychology, Multidisciplinary",Information and Computing Sciences,Computer science,39
Acoustics,Information and Computing Sciences,,39
Green & Sustainable Science & Technology,Engineering,Engineering,38
Infectious Diseases,,Biology,38
Automation & Control Systems,Economics,Computer science,38
Architecture,,Computer science,38
"Physics, Multidisciplinary",,Computer science,38
Environmental Studies,,,38
"Engineering, Electrical & Electronic",Information and Computing Sciences;Mathematical Sciences,Engineering,38
"Computer Science, Hardware & Architecture",,Mathematics,38
"Computer Science, Information Systems",Engineering,Mathematics,38
Biochemistry & Molecular Biology,Medical and Health Sciences,Medicine,38
"Psychology, Biological",Medical and Health Sciences,Psychology,38
Environmental Sciences,Engineering,Chemistry,38
Anatomy & Morphology,Medical and Health Sciences,Psychology,38
Multidisciplinary Sciences,Mathematical Sciences,Mathematics,38
"Engineering, Manufacturing",Engineering,Mathematics,38
Behavioral Sciences,Information and Computing Sciences,Computer science,37
"Engineering, Industrial",Engineering,Computer science,37
"Chemistry, Multidisciplinary",Engineering;Physical Sciences;Technology,,37
"Agriculture, Dairy & Animal Science",,Medicine,37
Construction & Building Technology,,Mathematics,37
Biophysics,Engineering,,37
Instruments & Instrumentation,Engineering,Materials science,37
Energy & Fuels,Engineering,Chemistry,37
Automation & Control Systems,Physical Sciences,Engineering,37
"Mathematics, Interdisciplinary Applications",Mathematical Sciences,Computer science,37
Green & Sustainable Science & Technology,Engineering,Economics,37
Mathematical & Computational Biology,Information and Computing Sciences,Mathematics,37
Pharmacology & Pharmacy,Medical and Health Sciences,,36
"Materials Science, Multidisciplinary",Information and Computing Sciences,,36
"Computer Science, Theory & Methods",Mathematical Sciences,,36
"Physics, Applied",,Mathematics,36
"Engineering, Mechanical",Mathematical Sciences,,36
"Engineering, Electrical & Electronic",Engineering;Information and Computing Sciences;Technology,Computer science,36
Medical Informatics,Information and Computing Sciences,,36
Imaging Science & Photographic Technology,,Mathematics,36
"Computer Science, Hardware & Architecture",,Engineering,36
Anthropology,,Medicine,36
"Engineering, Biomedical",Engineering;Physical Sciences,Computer science,36
Mining & Mineral Processing,,,35
History & Philosophy Of Science,Information and Computing Sciences,Computer science,35
,Biological Sciences,Psychology,35
Telecommunications,Technology,Computer science,35
,Technology,Biology,35
"Engineering, Civil",Engineering,Mathematics,35
"Materials Science, Characterization & Testing",,,35
Anatomy & Morphology,Medical and Health Sciences,Biology,35
Horticulture,,,35
"Engineering, Aerospace",Mathematical Sciences,Engineering,35
,Physical Sciences,Materials science,35
Imaging Science & Photographic Technology,Physical Sciences,Mathematics,35
Mathematical & Computational Biology,,Mathematics,35
Medieval & Renaissance Studies,,,35
Biology,Biological Sciences,,35
Veterinary Sciences,Biological Sciences,Biology,35
Management,Mathematical Sciences,Economics,35
Microscopy,Biological Sciences;Engineering;Physical Sciences,Chemistry,35
Substance Abuse,,Psychology,35
Anatomy & Morphology,,Biology,35
"Engineering, Geological",Engineering,Geology,35
Robotics,,Mathematics,34
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Mathematical Sciences,Computer science,34
Agricultural Engineering,,Computer science,34
"Humanities, Multidisciplinary",,Philosophy,34
Multidisciplinary Sciences,Medical and Health Sciences,,34
"Social Sciences, Mathematical Methods",Mathematical Sciences,Mathematics,34
"Engineering, Marine",Information and Computing Sciences,Computer science,34
Health Policy & Services,,,34
"Engineering, Electrical & Electronic",,Geology,34
"Computer Science, Artificial Intelligence",Medical and Health Sciences,Engineering,34
Pharmacology & Pharmacy,Medical and Health Sciences,Biology,34
Geochemistry & Geophysics,Information and Computing Sciences,Computer science,34
Remote Sensing,Information and Computing Sciences,,34
"Engineering, Industrial",Mathematical Sciences,Mathematics,34
Biochemistry & Molecular Biology,Biological Sciences,,33
Gerontology,,,33
Automation & Control Systems,Engineering;Mathematical Sciences,,33
Education & Educational Research,Information and Computing Sciences,,33
,Mathematical Sciences,Physics,33
Automation & Control Systems,Engineering;Information and Computing Sciences,,33
Health Care Sciences & Services,,Computer science,33
Behavioral Sciences,Information and Computing Sciences,Engineering,33
Remote Sensing,,Engineering,33
,Economics,Political science,33
Literature,,Sociology,33
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Mathematical Sciences,Engineering,33
Mathematical & Computational Biology,Mathematical Sciences,Computer science,33
"Computer Science, Artificial Intelligence",Medical and Health Sciences,Medicine,33
Transplantation,,Medicine,33
"Computer Science, Artificial Intelligence",Medical and Health Sciences,Psychology,33
"Engineering, Biomedical",Engineering;Physical Sciences,,33
Surgery,Engineering,Medicine,33
"Education, Scientific Disciplines",Information and Computing Sciences,Engineering,33
Robotics,Medical and Health Sciences,Engineering,33
"Engineering, Biomedical",Engineering;Technology,Computer science,33
Archaeology,,Materials science,33
Developmental Biology,,Psychology,33
"Mathematics, Applied",Information and Computing Sciences;Mathematical Sciences,Mathematics,33
"Engineering, Industrial",Engineering;Mathematical Sciences,Engineering,33
Green & Sustainable Science & Technology,,Engineering,33
Education & Educational Research,Information and Computing Sciences,Psychology,33
Spectroscopy,Engineering,,32
Art,,Psychology,32
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Materials science,32
"Chemistry, Multidisciplinary",,Materials science,32
Energy & Fuels,,Computer science,32
Geochemistry & Geophysics,,Computer science,32
,Biological Sciences;Medical and Health Sciences,Biology,32
Green & Sustainable Science & Technology,Information and Computing Sciences,Computer science,32
Economics,,Psychology,32
Nuclear Science & Technology,Engineering;Physical Sciences,Physics,32
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Economics,32
Astronomy & Astrophysics,Engineering;Physical Sciences,Physics,32
Anthropology,Biological Sciences,Biology,32
Transportation,Mathematical Sciences,Engineering,32
"Engineering, Electrical & Electronic",,Materials science,31
Immunology,,,31
Behavioral Sciences,Medical and Health Sciences,,31
Surgery,Medical and Health Sciences,,31
,Mathematical Sciences,Chemistry,31
Automation & Control Systems,,Materials science,31
Acoustics,Medical and Health Sciences,Computer science,31
"Materials Science, Textiles",,Materials science,31
Medical Informatics,,,31
Neurosciences,Information and Computing Sciences,Computer science,31
Astronomy & Astrophysics,,,31
Health Policy & Services,,Medicine,31
"Engineering, Petroleum",,,31
"Physics, Multidisciplinary",,Chemistry,31
Linguistics,Information and Computing Sciences,Computer science,31
Energy & Fuels,Engineering,,31
Mathematics,Mathematical Sciences,,31
"Psychology, Biological",Information and Computing Sciences,Psychology,31
"Psychology, Experimental",Engineering,Computer science,31
Cultural Studies,,Sociology,31
Automation & Control Systems,Information and Computing Sciences,Psychology,31
"Agriculture, Multidisciplinary",,Economics,31
"Dentistry, Oral Surgery & Medicine",,Biology,31
Remote Sensing,Engineering;Information and Computing Sciences,Geography,31
"Computer Science, Information Systems",Physical Sciences,Computer science,31
Acoustics,Engineering;Physical Sciences,Engineering,31
Automation & Control Systems,Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,31
Water Resources,Engineering,Geology,30
Thermodynamics,Engineering,,30
"Medicine, Research & Experimental",Medical and Health Sciences,,30
Oncology,Information and Computing Sciences,Medicine,30
,Earth Sciences;Engineering,,30
Hematology,,,30
Biophysics,Medical and Health Sciences,Computer science,30
Environmental Sciences,,Medicine,30
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences,Engineering,30
Mathematics,Mathematical Sciences,Computer science,30
Anatomy & Morphology,Biological Sciences;Engineering;Physical Sciences,Biology,30
"Engineering, Mechanical",Information and Computing Sciences,Materials science,30
Public Administration,,Business,30
"Mathematics, Interdisciplinary Applications",Mathematical Sciences,,30
"Engineering, Multidisciplinary",,Medicine,30
"Engineering, Industrial",,Psychology,30
Multidisciplinary Sciences,Mathematical Sciences,,30
Business,Economics,Economics,30
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Psychology,30
Clinical Neurology,Information and Computing Sciences,Medicine,30
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences,,29
Automation & Control Systems,,Medicine,29
Transportation,Information and Computing Sciences,Computer science,29
Automation & Control Systems,Biological Sciences,Computer science,29
Multidisciplinary Sciences,Mathematical Sciences,Biology,29
Spectroscopy,Information and Computing Sciences,,29
Immunology,Medical and Health Sciences,Medicine,29
Toxicology,,Medicine,29
"Engineering, Biomedical",Information and Computing Sciences,Psychology,29
Polymer Science,,Materials science,29
Rehabilitation,,Engineering,29
"Engineering, Multidisciplinary",Engineering;Mathematical Sciences,Mathematics,29
Management,Economics,Mathematics,29
Nanoscience & Nanotechnology,Engineering,Materials science,29
"Engineering, Electrical & Electronic",Technology,Materials science,29
Biophysics,Engineering,Medicine,29
Instruments & Instrumentation,,Materials science,28
,Engineering;Information and Computing Sciences;Mathematical Sciences,Computer science,28
Oncology,Medical and Health Sciences,,28
Water Resources,,,28
Mechanics,,Engineering,28
"Computer Science, Interdisciplinary Applications",Economics,Computer science,28
"Computer Science, Theory & Methods",Engineering,,28
Environmental Sciences,,Mathematics,28
"Humanities, Multidisciplinary",,History,28
"Engineering, Biomedical",Mathematical Sciences,Engineering,28
Linguistics,,Art,28
"Psychology, Clinical",,Medicine,28
"Medicine, Legal",,,28
Architecture,,Geography,28
,Engineering,Business,28
Mathematical & Computational Biology,,Engineering,28
Folklore,,,28
Economics,,Medicine,28
Gastroenterology & Hepatology,Medical and Health Sciences,Medicine,28
"Computer Science, Interdisciplinary Applications",Economics;Mathematical Sciences,Mathematics,28
"Chemistry, Multidisciplinary",Information and Computing Sciences,Computer science,28
Telecommunications,Engineering;Information and Computing Sciences;Technology,Computer science,28
Telecommunications,Engineering;Information and Computing Sciences,Computer science,28
Biochemical Research Methods,Information and Computing Sciences,Mathematics,28
"Engineering, Civil",Engineering;Mathematical Sciences,Engineering,28
Geography,,Sociology,28
Endocrinology & Metabolism,Medical and Health Sciences,Biology,28
"Engineering, Mechanical",Mathematical Sciences,Computer science,28
Nanoscience & Nanotechnology,Information and Computing Sciences,Materials science,28
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences;Mathematical Sciences,Mathematics,27
,Economics,Sociology,27
"Mathematics, Interdisciplinary Applications",Information and Computing Sciences,Computer science,27
Management,,Business,27
"Computer Science, Information Systems",Engineering,Geography,27
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,,,27
"Computer Science, Cybernetics",Information and Computing Sciences,Medicine,27
"Radiology, Nuclear Medicine & Medical Imaging",,Chemistry,27
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Physics,27
"Computer Science, Theory & Methods",Information and Computing Sciences,Psychology,27
Environmental Sciences,Engineering,Engineering,27
"Chemistry, Analytical",,Engineering,27
Anesthesiology,Medical and Health Sciences,,27
"Computer Science, Interdisciplinary Applications",Mathematical Sciences,,27
,Biological Sciences;Medical and Health Sciences,Medicine,27
,Biological Sciences;Information and Computing Sciences,,27
"Chemistry, Medicinal",,Medicine,27
"Psychology, Experimental",,Mathematics,27
"Business, Finance",Economics,Economics,27
Neuroimaging,,Psychology,27
Green & Sustainable Science & Technology,Information and Computing Sciences,Engineering,27
Plant Sciences,,Biology,27
Oceanography,,,27
Psychiatry,Medical and Health Sciences,,27
Multidisciplinary Sciences,Information and Computing Sciences,Engineering,26
"Engineering, Electrical & Electronic",Medical and Health Sciences,Medicine,26
Mechanics,,Computer science,26
Business,,Engineering,26
Mathematics,,Computer science,26
,Economics,Geography,26
"Education, Scientific Disciplines",,Sociology,26
Developmental Biology,,,26
"Engineering, Biomedical",Engineering;Information and Computing Sciences,Engineering,26
"Computer Science, Artificial Intelligence",Biological Sciences;Information and Computing Sciences,Computer science,26
Acoustics,,Psychology,26
Physiology,,Biology,26
"Materials Science, Textiles",Engineering,Engineering,26
Integrative & Complementary Medicine,Medical and Health Sciences,Medicine,26
"Medicine, General & Internal",Information and Computing Sciences,Medicine,26
"Materials Science, Characterization & Testing",Engineering,Materials science,26
Acoustics,Information and Computing Sciences;Mathematical Sciences,Computer science,26
Ophthalmology,Medical and Health Sciences,Psychology,26
Zoology,,,26
Automation & Control Systems,Information and Computing Sciences;Technology,Engineering,26
"Chemistry, Applied",,,26
Biology,,Medicine,26
"Engineering, Multidisciplinary",,Geography,26
Biotechnology & Applied Microbiology,Medical and Health Sciences,Biology,26
Urology & Nephrology,Information and Computing Sciences,Medicine,26
Education & Educational Research,,Medicine,26
Mechanics,Engineering;Mathematical Sciences,Mathematics,26
"Radiology, Nuclear Medicine & Medical Imaging",Physical Sciences,,25
Economics,Economics;Mathematical Sciences,Economics,25
Metallurgy & Metallurgical Engineering,Information and Computing Sciences,Materials science,25
Energy & Fuels,Engineering,Computer science,25
Ophthalmology,Medical and Health Sciences,,25
Logic,Information and Computing Sciences,Mathematics,25
"Computer Science, Artificial Intelligence",,Sociology,25
"Film, Radio, Television",,,25
"Materials Science, Paper & Wood",,,25
Astronomy & Astrophysics,Physical Sciences,Physics,25
"Computer Science, Cybernetics",Engineering;Information and Computing Sciences,Computer science,25
"Psychology, Multidisciplinary",,Sociology,25
"Literature, Slavic",,,25
"Engineering, Environmental",,Engineering,25
Cardiac & Cardiovascular Systems,,Mathematics,25
Imaging Science & Photographic Technology,Engineering,Computer science,25
"Engineering, Chemical",Engineering,Materials science,25
"Engineering, Civil",,Computer science,25
Education & Educational Research,Information and Computing Sciences,Engineering,25
"Physics, Multidisciplinary",Information and Computing Sciences,Mathematics,25
Acoustics,Engineering,Engineering,25
Multidisciplinary Sciences,Medical and Health Sciences,Physics,25
"Medicine, General & Internal",Engineering,Medicine,25
Geochemistry & Geophysics,Earth Sciences;Engineering,Computer science,25
Construction & Building Technology,Engineering,,25
,Technology,Materials science,24
,Biological Sciences,Geography,24
,Biological Sciences,Environmental science,24
,Engineering;Mathematical Sciences,Computer science,24
Optics,Physical Sciences,Chemistry,24
Linguistics,Information and Computing Sciences,,24
Microscopy,,Physics,24
Economics,Mathematical Sciences,Mathematics,24
"Geography, Physical",,Engineering,24
Nanoscience & Nanotechnology,,,24
Biophysics,,Physics,24
"Agriculture, Multidisciplinary",Information and Computing Sciences,Mathematics,24
"Social Sciences, Mathematical Methods",,Mathematics,24
Substance Abuse,,Medicine,24
"Computer Science, Theory & Methods",Mathematical Sciences,Engineering,24
Genetics & Heredity,,,24
Mathematical & Computational Biology,,Physics,24
,Information and Computing Sciences;Medical and Health Sciences,Engineering,24
Ecology,Information and Computing Sciences,Computer science,24
"Computer Science, Theory & Methods",Physical Sciences,Computer science,24
Geography,Information and Computing Sciences,Computer science,24
History,,Political science,24
"Engineering, Industrial",Engineering,Materials science,24
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Mathematical Sciences,Mathematics,24
Biophysics,,Psychology,24
Biology,Information and Computing Sciences,Biology,24
"Computer Science, Cybernetics",Information and Computing Sciences;Physical Sciences,Mathematics,24
Oncology,Physical Sciences,Medicine,24
Art,Information and Computing Sciences,Computer science,24
"Psychology, Biological",Information and Computing Sciences;Medical and Health Sciences,,24
Automation & Control Systems,Engineering;Information and Computing Sciences;Mathematical Sciences,Mathematics,24
Entomology,,Biology,24
Environmental Studies,,Sociology,23
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,,23
Economics,,Computer science,23
,Engineering;Information and Computing Sciences;Mathematical Sciences,,23
Remote Sensing,Engineering;Information and Computing Sciences,Computer science,23
"Psychology, Experimental",Information and Computing Sciences,,23
"Engineering, Marine",Information and Computing Sciences,,23
"Social Sciences, Interdisciplinary",Information and Computing Sciences,Computer science,23
Operations Research & Management Science,Mathematical Sciences,Economics,23
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Information and Computing Sciences,Computer science,23
Surgery,,Computer science,23
"Engineering, Electrical & Electronic",Information and Computing Sciences;Technology,Engineering,23
Spectroscopy,Physical Sciences,,23
Optics,Engineering,,23
,Economics;Mathematical Sciences,Mathematics,23
"Materials Science, Textiles",Engineering;Technology,Engineering,23
Agricultural Economics & Policy,,,23
"Computer Science, Hardware & Architecture",Medical and Health Sciences,Computer science,23
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,,23
Substance Abuse,,,23
"Engineering, Ocean",,,23
Law,,Computer science,23
Anatomy & Morphology,Medical and Health Sciences,Medicine,23
,Economics,Biology,23
Business,Information and Computing Sciences,Economics,23
"Computer Science, Artificial Intelligence",,Business,23
"Computer Science, Artificial Intelligence",Engineering,Materials science,23
Political Science,,Psychology,23
Psychology,,Mathematics,23
Environmental Studies,,Psychology,23
Fisheries,,,23
Remote Sensing,Engineering;Physical Sciences,Mathematics,23
"Engineering, Manufacturing",Mathematical Sciences,Computer science,23
Agronomy,,Chemistry,23
Tropical Medicine,,,23
"Computer Science, Artificial Intelligence",Engineering,Geography,23
"Engineering, Biomedical",,Materials science,23
Multidisciplinary Sciences,Biological Sciences,Computer science,23
"Computer Science, Hardware & Architecture",Mathematical Sciences,Mathematics,22
Music,,Psychology,22
Geochemistry & Geophysics,Earth Sciences,,22
,Engineering;Physical Sciences,Mathematics,22
Astronomy & Astrophysics,,Computer science,22
Cultural Studies,,Psychology,22
,Earth Sciences,Computer science,22
"Mathematics, Applied",Mathematical Sciences;Physical Sciences,Mathematics,22
Social Issues,,Sociology,22
Remote Sensing,,Geology,22
Mathematical & Computational Biology,Medical and Health Sciences,,22
Automation & Control Systems,Technology,Engineering,22
Instruments & Instrumentation,,Computer science,22
Linguistics,,History,22
"Computer Science, Software Engineering",Information and Computing Sciences;Mathematical Sciences,Computer science,22
"Materials Science, Multidisciplinary",,Mathematics,22
Emergency Medicine,Medical and Health Sciences,Medicine,22
Anthropology,,Geology,22
,Information and Computing Sciences;Medical and Health Sciences,Medicine,22
Horticulture,,Biology,22
Nanoscience & Nanotechnology,Information and Computing Sciences,Engineering,22
"Geosciences, Multidisciplinary",,Engineering,22
"Computer Science, Cybernetics",,Engineering,22
Biochemical Research Methods,Medical and Health Sciences,Psychology,22
"Computer Science, Artificial Intelligence",Technology,Engineering,22
Oceanography,,Geology,22
"Engineering, Civil",Engineering,Geology,22
Cell & Tissue Engineering,Medical and Health Sciences,Biology,22
Robotics,Medical and Health Sciences,Computer science,22
Automation & Control Systems,Physical Sciences,Computer science,22
"Computer Science, Theory & Methods",,Geography,22
Zoology,Biological Sciences,Biology,22
"Engineering, Electrical & Electronic",Physical Sciences,Engineering,22
"Engineering, Electrical & Electronic",Technology,Mathematics,22
Acoustics,Technology,Computer science,22
Geriatrics & Gerontology,Medical and Health Sciences,,21
Primary Health Care,,,21
"Engineering, Electrical & Electronic",Information and Computing Sciences,Psychology,21
Instruments & Instrumentation,,Mathematics,21
"Engineering, Manufacturing",,Materials science,21
Rehabilitation,Engineering,Engineering,21
"Computer Science, Artificial Intelligence",,Materials science,21
"Computer Science, Cybernetics",Information and Computing Sciences,Psychology,21
Psychiatry,Medical and Health Sciences,Medicine,21
Automation & Control Systems,Information and Computing Sciences;Mathematical Sciences,,21
Environmental Sciences,Information and Computing Sciences,Computer science,21
Veterinary Sciences,Biological Sciences,Medicine,21
Biophysics,Engineering,Computer science,21
"Agriculture, Multidisciplinary",Information and Computing Sciences,,21
Education & Educational Research,,Political science,21
Music,,,21
Environmental Sciences,Engineering,Computer science,21
,Engineering;Physical Sciences,Engineering,21
"Computer Science, Information Systems",Information and Computing Sciences;Medical and Health Sciences,Computer science,21
"Geography, Physical",,Mathematics,21
Automation & Control Systems,Biological Sciences,Engineering,21
Art,,Computer science,21
,Engineering,Economics,21
Telecommunications,Information and Computing Sciences,,21
"Geosciences, Multidisciplinary",Engineering,Geology,21
"Physics, Fluids & Plasmas",,Physics,21
"Radiology, Nuclear Medicine & Medical Imaging",,Mathematics,21
"Computer Science, Cybernetics",Economics,Computer science,21
Audiology & Speech-Language Pathology,,Medicine,21
Instruments & Instrumentation,Engineering,Engineering,21
"Engineering, Biomedical",Technology,Computer science,21
"Engineering, Marine",Engineering,Geography,21
Telecommunications,Mathematical Sciences,Computer science,21
Behavioral Sciences,,Medicine,21
Metallurgy & Metallurgical Engineering,Information and Computing Sciences,Engineering,21
"Mathematics, Interdisciplinary Applications",Information and Computing Sciences;Mathematical Sciences,Mathematics,21
"Engineering, Civil",Information and Computing Sciences,Mathematics,21
Mechanics,Engineering,Mathematics,21
"Engineering, Industrial",Engineering,,21
,Biological Sciences,Materials science,21
"Computer Science, Hardware & Architecture",Engineering,Engineering,21
"Computer Science, Hardware & Architecture",Engineering,,21
Education & Educational Research,Mathematical Sciences,Mathematics,21
"Computer Science, Hardware & Architecture",Engineering;Information and Computing Sciences;Technology,Computer science,21
Environmental Sciences,Information and Computing Sciences,Geology,21
"Computer Science, Software Engineering",,Psychology,20
Nuclear Science & Technology,Information and Computing Sciences,Computer science,20
"Psychology, Social",,Sociology,20
Transplantation,,,20
"Physics, Multidisciplinary",Information and Computing Sciences,,20
"Engineering, Chemical",Engineering,Computer science,20
"Computer Science, Hardware & Architecture",,Psychology,20
Food Science & Technology,,Biology,20
"Materials Science, Textiles",,Engineering,20
Nanoscience & Nanotechnology,,Materials science,20
,Engineering;Information and Computing Sciences,Geology,20
Agricultural Engineering,,Mathematics,20
"Physics, Multidisciplinary",Information and Computing Sciences,Physics,20
Multidisciplinary Sciences,Engineering,,20
"Psychology, Experimental",Medical and Health Sciences,Psychology,20
Psychology,Medical and Health Sciences,Psychology,20
Veterinary Sciences,Medical and Health Sciences,Medicine,20
Multidisciplinary Sciences,Engineering,Computer science,20
Ecology,Biological Sciences,Biology,20
"Engineering, Biomedical",Mathematical Sciences,Mathematics,20
"Materials Science, Multidisciplinary",Information and Computing Sciences,Physics,20
History & Philosophy Of Science,,Biology,20
Oncology,Biological Sciences,Medicine,20
"Medicine, Legal",,Engineering,20
"Chemistry, Medicinal",Information and Computing Sciences,Chemistry,20
Multidisciplinary Sciences,Engineering,Biology,20
Neurosciences,,Physics,20
Thermodynamics,,,20
Energy & Fuels,Mathematical Sciences,Computer science,20
"Engineering, Aerospace",Information and Computing Sciences,,20
Green & Sustainable Science & Technology,,Computer science,20
"Engineering, Civil",Engineering,Computer science,20
"Engineering, Multidisciplinary",,Psychology,20
,Economics,Chemistry,20
Religion,,History,20
"Agriculture, Multidisciplinary",Engineering,Engineering,20
